"feel";"undergo an emotional sensation";"""She felt resentful""; ""He felt regret"";";[sound:videos_bsl_signstation_feel.mp4];"https://media.signbsl.com/videos/bsl/signstation/feel.mp4";"<i>feel</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/feel";"2";"GCSE_vocabulary"
"happen";"come upon, as if by accident; meet with";"""We find this idea in Plato""; ""I happened upon the most wonderful bakery not very far from here""; ""She chanced upon an interesting book in the bookstore the other day"";";[sound:videos_bsl_signstation_happen.mp4];"https://media.signbsl.com/videos/bsl/signstation/happen.mp4";"<i>happen</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/happens";"4";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary"
"health";"a healthy state of wellbeing free from disease";"""physicians should be held responsible for the health of their patients"";";[sound:videos_bsl_signstation_health.mp4];"https://media.signbsl.com/videos/bsl/signstation/health.mp4";"<i>health</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/health";"2";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award"
"stay";"continuing or remaining in a place or state";"""they had a nice stay in Paris""; ""a lengthy hospital stay""; ""a four-month stay in bankruptcy court"";";[sound:videos_bsl_signstation_stay.mp4];"https://media.signbsl.com/videos/bsl/signstation/stay.mp4";"<i>stay</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/stay";"2";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary"
"happy";"enjoying or showing or marked by joy or pleasure or good fortune";"""a happy smile""; ""spent many happy days on the beach""; ""a happy marriage"";";[sound:videos_bsl_signstation_happy.mp4];"https://media.signbsl.com/videos/bsl/signstation/happy.mp4";"<i>happy</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/happy";"8";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award"
"difficult";"not easy; requiring great physical or mental effort to accomplish or comprehend or endure";"""a difficult task""; ""nesting places on the cliffs are difficult of access""; ""difficult times""; ""a difficult child""; ""found himself in a difficult situation""; ""why i;";[sound:videos_bsl_signstation_difficult.mp4];"https://media.signbsl.com/videos/bsl/signstation/difficult.mp4";"<i>difficult</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/difficult";"9";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary"
"dollar";"the basic monetary unit in many countries; equal to 100 cents";"";[sound:videos_bsl_signstation_101-06-1012.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1012.mp4";"<i>Dollars</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/dollar";"2";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award"
"feeling";"the experiencing of affective and emotional states";"""she had a feeling of euphoria""; ""he had terrible feelings of guilt""; ""I disliked him and the feeling was mutual"";";[sound:videos_wolver_mp4_art_feelin_4097.mp4];"https://media.signbsl.com/videos/wolver/mp4/art_feelin_4097.mp4";"<i>feeling</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://www.signbsl.com/sign/feeling";"1";""
"worth";"an indefinite quantity of something having a specified value";"""10 dollars worth of gasoline"";";[sound:videos_bsl_signstation_worth.mp4];"https://media.signbsl.com/videos/bsl/signstation/worth.mp4";"<i>worth</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/worth";"2";"GCSE_vocabulary Signature_Level_1_Award"
"afraid";"filled with regret or concern; used often to soften an unpleasant statement";"""I'm afraid I won't be able to come""; ""he was afraid he would have to let her go""; ""I'm afraid you're wrong"";";[sound:videos_bsl_signstation_afraid.mp4];"https://media.signbsl.com/videos/bsl/signstation/afraid.mp4";"<i>afraid</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/afraid";"3";"GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary GCSE_vocabulary"
